leave_type,leave_start_date,leave_end_date,leave_start_period,leave_end_period,leave_days,applicant_name,reporting_person,applicant_department,applicant_subdepartment
maternity_leave,18-05-2024,24-05-2024,full_day,first_half,7,Kevin Martin,Joel Smith,Office Admin,Office Admin
medical_leave,27-01-2025,27-01-2025,second_half,first_half,0.5,Jennifer Carson,Ernest Compton,Business,Business Development Executive
medical_leave,22-02-2024,25-02-2024,first_half,full_day,4,Brian Mueller,Sarah Nelson,HR,HR
maternity_leave,01-09-2024,08-09-2024,full_day,full_day,8,Tara Yoder,Robert Thomas,HR,Project coordinator
academic_leave,16-04-2025,17-04-2025,first_half,first_half,2,Shelly Wallace,Joanne Olson,Office Admin,Office Admin
casual_leave,10-01-2025,12-01-2025,first_half,full_day,3,Wendy Harrison,James Hartman,Office Admin,Office Admin
marriage_leave,23-11-2024,27-11-2024,second_half,first_half,5,Wayne Kennedy,Donald Richardson,HR,Project coordinator
casual_leave,08-02-2024,08-02-2024,full_day,full_day,1,Spencer Conley,Jeffrey Marquez,HR,HR
maternity_leave,24-11-2024,25-11-2024,second_half,full_day,2,Dustin Ramirez,Donna Crawford,HR,HR
marriage_leave,01-09-2023,03-09-2023,second_half,full_day,3,Mr. Bryan Smith,Edwin Garrett,HR,HR
casual_leave,13-12-2024,17-12-2024,second_half,first_half,5,Samantha Lopez,Andrew Farmer,Office Admin,Office Admin
paternity_leave,04-09-2024,08-09-2024,second_half,full_day,5,Edward Nelson,Brian Arnold,Business,Business Development Executive
maternity_leave,11-11-2023,14-11-2023,second_half,first_half,4,Ms. Elizabeth Myers DVM,Deanna Macdonald,Business,Business Development Executive
paternity_leave,17-08-2024,17-08-2024,second_half,full_day,0.5,Victoria Bailey,Molly Guerrero,HR,HR
casual_leave,18-05-2024,28-05-2024,second_half,full_day,11,Benjamin Mcgee,Elizabeth Long,Business,Business Development Executive
marriage_leave,18-05-2024,28-05-2024,second_half,first_half,11,Peter West,Rachel Garcia,Office Admin,Office Admin
academic_leave,09-11-2024,12-11-2024,first_half,full_day,4,Patricia Gutierrez,Joseph White,Technical,NodeJS
paternity_leave,08-09-2023,12-09-2023,second_half,first_half,5,Chad Martin,Denise Ingram,Office Admin,Office Admin
medical_leave,26-09-2024,30-09-2024,first_half,full_day,5,Mary Miller,Robert Kelley,HR,Project coordinator
maternity_leave,20-05-2024,21-05-2024,second_half,first_half,2,Briana Wright,Katelyn Brooks,Technical,Android
maternity_leave,15-03-2025,22-03-2025,full_day,full_day,8,Michael Gould,Colleen Rice,Business,Business Development Executive
maternity_leave,27-10-2024,03-11-2024,first_half,first_half,8,Malik Harrison,Lisa Webb,Business,Business Development Executive
academic_leave,06-08-2024,12-08-2024,first_half,full_day,7,Rebekah Finley,Erika Myers,Technical,iOS
academic_leave,16-12-2023,16-12-2023,full_day,full_day,1,Katrina Ballard,Laura Todd,Business,Business Development Executive
marriage_leave,12-08-2023,17-08-2023,second_half,first_half,6,Lindsey Sanchez,Christopher French,Technical,System
medical_leave,14-07-2024,23-07-2024,first_half,full_day,10,Kevin Williams,Sandra Montoya,Office Admin,Office Admin
academic_leave,10-04-2024,10-04-2024,first_half,full_day,0.5,Sherry Richardson,Patrick Smith,Office Admin,Office Admin
maternity_leave,24-11-2024,30-11-2024,full_day,full_day,7,Paul Hawkins,Jennifer Parker,Office Admin,Office Admin
medical_leave,14-12-2024,15-12-2024,full_day,full_day,2,Joshua Rojas,Tiffany Brown,Office Admin,Office Admin
casual_leave,11-05-2023,12-05-2023,second_half,first_half,2,Jenna Powell,Bruce Pineda,Business,Business Development Executive
marriage_leave,18-10-2023,21-10-2023,second_half,full_day,4,Raymond Murphy,Steven Scott,Business,Business Development Executive
casual_leave,23-11-2024,26-11-2024,first_half,full_day,4,James Gonzalez,James Oliver,HR,HR
maternity_leave,06-04-2025,15-04-2025,first_half,full_day,10,Jonathan Byrd,Christopher Brown,Office Admin,Office Admin
maternity_leave,02-06-2023,11-06-2023,second_half,first_half,10,Terry Mays,Sandy George,Technical,Android
casual_leave,25-08-2023,26-08-2023,full_day,full_day,2,Marie Sanders,Jennifer Meadows,Technical,iOS
medical_leave,17-11-2024,24-11-2024,full_day,full_day,8,Mark Gutierrez,Lance Clark,HR,Project coordinator
paternity_leave,13-10-2023,20-10-2023,first_half,full_day,8,Michelle Wilson,Diana Hamilton,HR,Project coordinator
casual_leave,19-01-2025,26-01-2025,second_half,full_day,8,Robert Spencer,Brandi White,Office Admin,Office Admin
medical_leave,15-01-2025,19-01-2025,second_half,first_half,5,Christy Howard,David Gregory,Technical,PHP
maternity_leave,07-08-2023,13-08-2023,full_day,first_half,7,Adrian Savage,Kelly Boone,Technical,Angular
marriage_leave,06-08-2023,08-08-2023,full_day,full_day,3,Kathryn Hernandez,Debbie Wright,Technical,Android
casual_leave,11-08-2024,20-08-2024,second_half,first_half,10,Andrew Mills,Alexandra Sullivan DVM,Office Admin,Office Admin
paternity_leave,06-11-2023,14-11-2023,full_day,full_day,9,John Taylor,Amanda Riddle,HR,HR
casual_leave,28-01-2024,02-02-2024,full_day,full_day,6,Alejandro Jones,Shawn Caldwell,Technical,Android
maternity_leave,18-09-2024,20-09-2024,full_day,full_day,3,Jacob Obrien,Michael Baldwin,HR,Project coordinator
academic_leave,05-10-2023,13-10-2023,second_half,first_half,9,Stephanie Stevens,Adam Norton,HR,HR
academic_leave,15-06-2024,19-06-2024,full_day,full_day,5,Jason Watson,Jamie Roberts,Technical,ReactJS
maternity_leave,02-12-2023,10-12-2023,second_half,first_half,9,Travis Singh,Michael Thomas,Business,Business Development Executive
medical_leave,19-12-2024,21-12-2024,full_day,full_day,3,Joanne Mathews,Alan Castro,Technical,Android
marriage_leave,18-04-2025,21-04-2025,second_half,full_day,4,Samantha Moses,Katelyn Walter,Technical,Android
casual_leave,13-07-2023,20-07-2023,second_half,first_half,8,Crystal Prince,Anthony Perez,Business,Business Development Executive
marriage_leave,06-01-2025,16-01-2025,first_half,first_half,11,Emily Flynn,Kelly Yates,HR,Project coordinator
maternity_leave,05-02-2024,08-02-2024,full_day,first_half,4,Mary Nunez,Carl Fuentes,HR,Project coordinator
casual_leave,21-03-2024,24-03-2024,second_half,first_half,4,Yolanda Gray,Donna Clark,HR,HR
maternity_leave,27-11-2024,06-12-2024,first_half,full_day,10,Mr. Patrick Poole MD,Kelli Whitehead,HR,HR
casual_leave,30-06-2023,06-07-2023,first_half,first_half,7,John Nichols,Karen Fisher,Business,Business Development Executive
casual_leave,01-02-2024,01-02-2024,second_half,full_day,0.5,Barbara Woodard,Ryan Castro,Office Admin,Office Admin
maternity_leave,14-07-2024,23-07-2024,full_day,first_half,10,Michael Reyes,Dr. James Castro DDS,Office Admin,Office Admin
medical_leave,04-03-2024,11-03-2024,first_half,first_half,8,Christopher Shea,Dr. Brandon Huber,Technical,iOS
academic_leave,02-03-2024,08-03-2024,second_half,full_day,7,Brandon Robbins,Angela Gilbert,Technical,ReactJS
academic_leave,02-09-2024,05-09-2024,full_day,first_half,4,Jacob Welch,Walter Harrison,HR,HR
casual_leave,03-04-2024,11-04-2024,second_half,first_half,9,Matthew Smith,Joshua Nunez,Office Admin,Office Admin
casual_leave,19-09-2023,24-09-2023,second_half,first_half,6,Julia Morgan,Tracy Bailey,HR,HR
marriage_leave,04-08-2023,10-08-2023,full_day,first_half,7,Hector Foster,Lisa Brown,HR,HR
paternity_leave,20-02-2024,28-02-2024,second_half,first_half,9,Laura Hunt,Damon Perez,Technical,NodeJS
medical_leave,27-12-2024,29-12-2024,second_half,first_half,3,Alyssa Wilson,Denise French,Business,Business Development Executive
academic_leave,04-10-2024,11-10-2024,second_half,first_half,8,Tamara Duran,Frank Palmer,HR,Project coordinator
maternity_leave,22-02-2024,03-03-2024,first_half,full_day,11,Mark Leach,Stephen Adkins,Business,Business Development Executive
medical_leave,06-11-2023,08-11-2023,second_half,first_half,3,Angela Perkins,David Wright,Business,Business Development Executive
casual_leave,09-07-2024,17-07-2024,first_half,first_half,9,Joshua Martin,James Brooks,HR,Project coordinator
paternity_leave,11-11-2023,13-11-2023,full_day,first_half,3,Gloria Gibson,Scott Walker,HR,HR
marriage_leave,17-10-2024,17-10-2024,first_half,full_day,0.5,Paul Murray,Courtney Smith,Technical,NodeJS
casual_leave,28-12-2024,03-01-2025,first_half,first_half,7,Emily Fuller,Jennifer Acosta,Business,Business Development Executive
casual_leave,21-10-2024,28-10-2024,full_day,full_day,8,David Melton,Thomas Moore,Business,Business Development Executive
academic_leave,14-01-2025,14-01-2025,second_half,full_day,0.5,Joe Curry,Christine Williams,HR,Project coordinator
medical_leave,13-02-2025,13-02-2025,second_half,first_half,0.5,Daniel Winters,Amanda Jackson,Business,Business Development Executive
maternity_leave,29-07-2024,07-08-2024,first_half,full_day,10,Lindsay Reed,Taylor Burch,Business,Business Development Executive
paternity_leave,22-05-2024,28-05-2024,full_day,first_half,7,Traci Wilson,Kelly Edwards,HR,HR
marriage_leave,13-07-2023,16-07-2023,first_half,first_half,4,Richard Rios,Meagan Johnson,HR,Project coordinator
academic_leave,30-03-2024,09-04-2024,full_day,first_half,11,William Buck,Michael Howell,Office Admin,Office Admin
academic_leave,26-10-2023,26-10-2023,second_half,full_day,0.5,Larry Oneal,Kathleen Baker,Business,Business Development Executive
casual_leave,11-12-2024,18-12-2024,second_half,first_half,8,David Brown,Kenneth Garcia,HR,Project coordinator
maternity_leave,13-01-2025,17-01-2025,second_half,full_day,5,Maureen Escobar DVM,Nathan Osborne,Technical,System
maternity_leave,10-01-2024,14-01-2024,second_half,full_day,5,Theodore Roberson,Shane Holloway,Technical,Angular
maternity_leave,02-10-2024,11-10-2024,first_half,full_day,10,Ashley Jones,Jason Ortiz,HR,Project coordinator
paternity_leave,10-04-2025,16-04-2025,full_day,first_half,7,Tyler Suarez,Tasha Dorsey,Office Admin,Office Admin
medical_leave,28-01-2024,30-01-2024,first_half,full_day,3,Brett Nash,Patricia Meyer,Technical,System
medical_leave,22-06-2024,25-06-2024,second_half,first_half,4,Michael Vance,Andrew Hunter,Office Admin,Office Admin
casual_leave,25-01-2024,25-01-2024,first_half,first_half,0.5,Cynthia Lewis,Maria Bell DDS,HR,HR
marriage_leave,20-07-2023,30-07-2023,full_day,full_day,11,April Gomez,Courtney Thomas,Technical,iOS
casual_leave,30-05-2023,07-06-2023,first_half,full_day,9,Margaret Powell,Katherine Foster,Business,Business Development Executive
maternity_leave,25-03-2025,25-03-2025,first_half,full_day,0.5,Joseph Chapman,Angelica Black,Technical,ReactJS
casual_leave,22-12-2024,27-12-2024,full_day,full_day,6,Anthony Dougherty,Jonathan Mcdowell,Technical,iOS
maternity_leave,14-06-2023,19-06-2023,full_day,first_half,6,James Turner,Terri Levy,Business,Business Development Executive
marriage_leave,11-10-2024,19-10-2024,full_day,first_half,9,Wendy White DVM,James Nelson,Technical,Angular
casual_leave,04-01-2025,11-01-2025,second_half,first_half,8,Jeremy Hernandez,Randy Miller,Business,Business Development Executive
maternity_leave,04-11-2023,09-11-2023,first_half,full_day,6,John Hernandez,John Brock,Office Admin,Office Admin
marriage_leave,29-10-2024,29-10-2024,first_half,first_half,0.5,Shawn Swanson,Erika Cummings,HR,HR
marriage_leave,06-12-2023,16-12-2023,second_half,full_day,11,Christine Walker,Darin Waller,Office Admin,Office Admin
marriage_leave,21-04-2025,23-04-2025,full_day,first_half,3,Kim Ramos,Ryan Heath,Business,Business Development Executive
casual_leave,05-11-2023,05-11-2023,second_half,first_half,0.5,Kurt Gomez,Carolyn Wilkerson,Office Admin,Office Admin
marriage_leave,25-03-2024,04-04-2024,first_half,first_half,11,Jessica Spencer,Philip Bradford PhD,Technical,ReactJS
medical_leave,17-01-2024,19-01-2024,first_half,first_half,3,Jody Wright,Christopher Wolf,Technical,ReactJS
academic_leave,13-11-2024,13-11-2024,second_half,first_half,0.5,Samantha Pruitt,Rita Berry,HR,Project coordinator
medical_leave,02-06-2023,09-06-2023,first_half,full_day,8,Denise Garza,Mr. Scott Jackson DDS,Office Admin,Office Admin
marriage_leave,20-08-2023,29-08-2023,second_half,first_half,10,Jessica Perez,Shane Hall,Office Admin,Office Admin
paternity_leave,05-01-2025,11-01-2025,first_half,first_half,7,Lori Hernandez,Robert Preston,Office Admin,Office Admin
medical_leave,01-05-2023,01-05-2023,second_half,full_day,0.5,Samantha Brown,Carla Flynn,HR,Project coordinator
casual_leave,31-03-2024,07-04-2024,second_half,first_half,8,Dr. Corey Smith,Amber Thompson,Office Admin,Office Admin
marriage_leave,27-01-2025,06-02-2025,second_half,full_day,11,Timothy Rios,Carolyn Lambert,Technical,NodeJS
academic_leave,28-12-2023,03-01-2024,first_half,full_day,7,Kelly Harris,Jason Shaffer,Technical,ReactJS
paternity_leave,08-12-2023,09-12-2023,second_half,first_half,2,Jessica Sims,Benjamin Carney,Office Admin,Office Admin
maternity_leave,20-07-2023,20-07-2023,second_half,first_half,0.5,Patricia Carter,Andrew Jackson,Office Admin,Office Admin
marriage_leave,19-06-2024,28-06-2024,full_day,full_day,10,Alyssa Reyes,Dominique Alvarez,Business,Business Development Executive
marriage_leave,29-06-2023,30-06-2023,second_half,first_half,2,Jessica Walker,Victor Long,Office Admin,Office Admin
marriage_leave,23-12-2024,31-12-2024,first_half,full_day,9,Brandi Everett,Renee Shepherd,HR,HR
paternity_leave,24-10-2024,02-11-2024,full_day,full_day,10,Edgar Ramirez,Scott Mitchell,Technical,Android
marriage_leave,10-06-2024,12-06-2024,full_day,full_day,3,George Greene,Anthony Smith,Office Admin,Office Admin
marriage_leave,25-10-2023,25-10-2023,full_day,first_half,0.5,Erin Brown,Dennis Cox,HR,HR
medical_leave,07-08-2024,15-08-2024,first_half,first_half,9,Gregory Diaz,David Rivas,Office Admin,Office Admin
medical_leave,17-06-2023,21-06-2023,first_half,full_day,5,Stacy Wilson,Raymond Suarez,Business,Business Development Executive
marriage_leave,21-09-2023,27-09-2023,second_half,full_day,7,Darrell Roberts,Sheila Luna DDS,Office Admin,Office Admin
paternity_leave,18-05-2024,27-05-2024,first_half,first_half,10,David Wright,Christopher Cooley,Business,Business Development Executive
academic_leave,19-11-2023,26-11-2023,second_half,first_half,8,Jesse Tran,John Shepherd,Business,Business Development Executive
casual_leave,18-02-2024,25-02-2024,first_half,full_day,8,Rebecca Bailey,Carla Stokes,HR,HR
maternity_leave,06-04-2025,15-04-2025,second_half,full_day,10,Michael Mendez,Jasmine Burton,HR,Project coordinator
casual_leave,30-06-2023,07-07-2023,full_day,full_day,8,Earl Smith,Ronald Cole,HR,Project coordinator
marriage_leave,01-01-2024,08-01-2024,second_half,first_half,8,Erica Jackson,Breanna Martin,HR,HR
academic_leave,08-11-2023,16-11-2023,full_day,full_day,9,Carly Gibbs,Sonya Miller,Office Admin,Office Admin
medical_leave,06-10-2023,14-10-2023,second_half,first_half,9,Desiree Johnson,Michael Calhoun,Business,Business Development Executive
maternity_leave,29-01-2025,02-02-2025,full_day,full_day,5,Jasmine Simmons,Taylor Mitchell,Technical,NodeJS
maternity_leave,13-03-2024,17-03-2024,full_day,full_day,5,Melvin Brady,Elizabeth Foster,HR,HR
maternity_leave,06-09-2023,12-09-2023,full_day,full_day,7,Michael Mckee,Raymond Gonzalez,Office Admin,Office Admin
medical_leave,14-02-2025,21-02-2025,full_day,first_half,8,Sara Lowery,Mark Green,Business,Business Development Executive
academic_leave,24-05-2023,26-05-2023,full_day,full_day,3,Joshua Robinson,Dakota Harris,Technical,NodeJS
medical_leave,31-08-2024,09-09-2024,first_half,first_half,10,Jonathan Cobb,Kelly Ball,Business,Business Development Executive
marriage_leave,22-05-2023,27-05-2023,full_day,full_day,6,Monica Gutierrez,Jeffrey Bell,Business,Business Development Executive
marriage_leave,24-01-2025,02-02-2025,first_half,first_half,10,Michael Scott,Stephen Smith,Office Admin,Office Admin
academic_leave,22-09-2024,24-09-2024,first_half,full_day,3,Michael Martin,Leslie Le,Technical,Angular
academic_leave,25-09-2023,04-10-2023,full_day,first_half,10,Heather Gomez,Elizabeth Roberts,HR,HR
casual_leave,15-07-2024,20-07-2024,full_day,first_half,6,Brian Gutierrez,Susan Ford,Office Admin,Office Admin
academic_leave,07-10-2023,12-10-2023,full_day,full_day,6,Paul Fisher,Donald Mcfarland,Technical,System
medical_leave,01-07-2023,10-07-2023,first_half,first_half,10,Gina Ward,Jason Alvarez,Business,Business Development Executive
casual_leave,28-08-2024,06-09-2024,first_half,first_half,10,Samuel Hale,Bryan Matthews,Office Admin,Office Admin
maternity_leave,12-05-2023,12-05-2023,full_day,full_day,1,Justin Mendez,Katelyn Wagner,Business,Business Development Executive
maternity_leave,20-04-2025,25-04-2025,first_half,first_half,6,Wendy Hawkins,Charles Hayes,Business,Business Development Executive
academic_leave,08-10-2023,13-10-2023,full_day,first_half,6,James White,Anna Perez,HR,HR
marriage_leave,21-11-2024,28-11-2024,second_half,first_half,8,Richard Chan,Erik Parker,Business,Business Development Executive
casual_leave,14-06-2023,19-06-2023,second_half,full_day,6,Rachael Gibbs,Melissa Shaw,Technical,NodeJS
paternity_leave,26-04-2024,26-04-2024,first_half,first_half,0.5,Jordan Marks,Joshua Carpenter,HR,HR
medical_leave,29-02-2024,08-03-2024,first_half,first_half,9,Robin Davis,Aaron Hernandez,Business,Business Development Executive
paternity_leave,02-08-2023,07-08-2023,first_half,full_day,6,Lindsay Ramos,William Brown,Technical,System
paternity_leave,22-01-2024,30-01-2024,second_half,full_day,9,Amanda Jenkins,Robert Meyer,Office Admin,Office Admin
medical_leave,26-05-2024,31-05-2024,full_day,full_day,6,Jeremiah King,Jenna Petty,Business,Business Development Executive
academic_leave,25-07-2023,04-08-2023,full_day,first_half,11,Arthur Greer,Heather Baker,Business,Business Development Executive
marriage_leave,15-05-2023,23-05-2023,full_day,full_day,9,Alexander Arnold,John Miller,HR,HR
casual_leave,28-01-2025,05-02-2025,first_half,first_half,9,Mary Hamilton,Michael Salinas,Business,Business Development Executive
maternity_leave,08-10-2024,14-10-2024,full_day,first_half,7,Jonathan Johnson,Amanda Nelson,Business,Business Development Executive
casual_leave,19-07-2023,29-07-2023,full_day,first_half,11,Veronica Kidd,Erica Cook,Technical,ReactJS
academic_leave,16-04-2024,18-04-2024,full_day,first_half,3,Tracy Wyatt,Michael Thomas,HR,Project coordinator
paternity_leave,04-06-2023,11-06-2023,full_day,full_day,8,Michael Stevenson,April Cooper,Technical,PHP
paternity_leave,17-06-2024,27-06-2024,second_half,first_half,11,Courtney Mills,Scott Munoz MD,Office Admin,Office Admin
marriage_leave,24-04-2023,29-04-2023,first_half,full_day,6,Shane Dawson,Thomas Sutton,HR,Project coordinator
marriage_leave,05-10-2024,10-10-2024,full_day,first_half,6,Kelly Mason,Jason Jimenez,Office Admin,Office Admin
marriage_leave,18-11-2023,22-11-2023,second_half,full_day,5,Stacey Carter,James Cruz,Technical,NodeJS
paternity_leave,24-12-2023,28-12-2023,first_half,first_half,5,Sandra Moses,Christine Dawson,HR,Project coordinator
casual_leave,18-02-2025,25-02-2025,first_half,first_half,8,Angela Moreno,Kathleen Rhodes,Business,Business Development Executive
maternity_leave,24-12-2024,26-12-2024,first_half,full_day,3,Sherri Sanford,Brenda Robles,HR,Project coordinator
medical_leave,21-08-2023,25-08-2023,full_day,first_half,5,Randy Miller,Heather Kidd,Office Admin,Office Admin
maternity_leave,16-12-2023,18-12-2023,full_day,first_half,3,Matthew Lucas,Nicholas Love,Office Admin,Office Admin
medical_leave,01-01-2025,06-01-2025,first_half,first_half,6,Edward Long,Wendy Knox,Office Admin,Office Admin
paternity_leave,23-05-2023,28-05-2023,second_half,first_half,6,Francisco Johnson,Robert Moore,HR,HR
casual_leave,04-04-2024,12-04-2024,second_half,first_half,9,James Odom,Nicole Carroll,Technical,iOS
casual_leave,27-10-2023,27-10-2023,first_half,full_day,0.5,Carmen Hart,Ronald Long,Business,Business Development Executive
academic_leave,13-05-2023,22-05-2023,second_half,first_half,10,Kenneth Rodriguez,Joseph Robertson,Business,Business Development Executive
marriage_leave,09-07-2023,09-07-2023,first_half,full_day,0.5,Crystal White,Jeffrey Hernandez,Office Admin,Office Admin
paternity_leave,12-12-2023,15-12-2023,full_day,first_half,4,James Le,Billy Ball,Office Admin,Office Admin
maternity_leave,02-07-2023,03-07-2023,full_day,full_day,2,Jason Brown,Glen Arnold,Technical,NodeJS
academic_leave,31-08-2023,04-09-2023,second_half,full_day,5,Julie Marshall,Becky Chavez,HR,Project coordinator
medical_leave,23-02-2025,24-02-2025,full_day,full_day,2,Elizabeth Bell,David Nichols,Business,Business Development Executive
marriage_leave,09-05-2024,11-05-2024,full_day,first_half,3,Joshua Griffin,John Ray,Technical,ReactJS
academic_leave,05-11-2023,10-11-2023,first_half,full_day,6,Kristin Cox,Matthew Lynn,Office Admin,Office Admin
paternity_leave,06-08-2023,14-08-2023,first_half,full_day,9,Cole Wheeler,Emily Austin,HR,Project coordinator
marriage_leave,13-08-2024,23-08-2024,first_half,first_half,11,Nicholas Cantrell,Crystal Freeman,Business,Business Development Executive
academic_leave,08-05-2023,12-05-2023,second_half,first_half,5,Valerie Torres,Ms. Christina Davis,HR,HR
medical_leave,12-01-2024,22-01-2024,second_half,first_half,11,Joseph Solis,Todd Mason,Business,Business Development Executive
marriage_leave,30-06-2023,30-06-2023,first_half,full_day,0.5,Deborah Turner,Lauren Harris,Technical,NodeJS
paternity_leave,29-01-2025,05-02-2025,second_half,full_day,8,Jacqueline Castillo,James Hampton,Technical,ReactJS
marriage_leave,25-10-2023,01-11-2023,full_day,first_half,8,Robert Schultz,Roger Barnes,Technical,Angular
academic_leave,20-09-2023,30-09-2023,first_half,first_half,11,George Phillips,Lauren Brown,Technical,Android
marriage_leave,17-07-2023,21-07-2023,second_half,first_half,5,Michelle Howard,Brian Moore,HR,HR
paternity_leave,24-06-2023,27-06-2023,second_half,full_day,4,Adam Marshall,Brenda Hammond,HR,HR
academic_leave,06-01-2024,06-01-2024,full_day,full_day,1,Heather Smith,Thomas Schaefer,Office Admin,Office Admin
academic_leave,18-08-2024,24-08-2024,full_day,full_day,7,Angela Little,Ryan Gomez,Technical,System
casual_leave,22-03-2025,23-03-2025,second_half,full_day,2,Charles Young,Eric Willis,Office Admin,Office Admin
casual_leave,21-06-2024,25-06-2024,second_half,first_half,5,Travis Mckinney,Taylor Gordon,Technical,PHP
casual_leave,19-12-2023,28-12-2023,first_half,full_day,10,Brianna Wilson,David Perez,Office Admin,Office Admin
casual_leave,06-06-2024,16-06-2024,first_half,full_day,11,Joshua Porter,Austin Lang,Technical,PHP
academic_leave,23-09-2023,24-09-2023,full_day,full_day,2,Jay Graham,Raven Gomez,HR,Project coordinator
academic_leave,10-08-2023,11-08-2023,full_day,first_half,2,Stephanie Hayden,Christina Collier,Technical,PHP
academic_leave,25-06-2024,28-06-2024,second_half,full_day,4,Christian Schmidt,Kyle Mahoney,Business,Business Development Executive
marriage_leave,28-01-2024,04-02-2024,first_half,first_half,8,Zachary Underwood,Kristin Solis,Office Admin,Office Admin
maternity_leave,11-12-2024,14-12-2024,second_half,first_half,4,Christopher Jenkins,Matthew Jones,HR,HR
academic_leave,08-02-2024,10-02-2024,second_half,first_half,3,David Patel,Jocelyn Smith,Business,Business Development Executive
paternity_leave,26-06-2023,03-07-2023,first_half,first_half,8,Melanie Walker,Kristen Lewis,Technical,Angular
medical_leave,09-02-2024,19-02-2024,second_half,full_day,11,Anthony Smith,Jonathan Davis,Technical,Android
paternity_leave,01-04-2025,06-04-2025,second_half,full_day,6,Samuel Morris,Isaac Valentine,HR,Project coordinator
medical_leave,08-12-2024,09-12-2024,second_half,full_day,2,Chelsea Chavez,Natalie Myers,Technical,Angular
marriage_leave,26-07-2023,27-07-2023,second_half,full_day,2,Jennifer Wright,Mr. Aaron Lopez,Office Admin,Office Admin
maternity_leave,23-06-2024,03-07-2024,full_day,full_day,11,Steven Rich,Frank Jackson,HR,HR
medical_leave,09-06-2024,14-06-2024,second_half,first_half,6,Mallory Hughes,Elizabeth Johnston,Technical,Android
medical_leave,15-02-2024,17-02-2024,first_half,full_day,3,Brittany Sawyer,Linda Curtis,HR,Project coordinator
casual_leave,31-07-2023,07-08-2023,full_day,full_day,8,Sandra Smith,Julie Davis,Business,Business Development Executive
academic_leave,18-04-2024,21-04-2024,second_half,full_day,4,Sandra Carlson DVM,Jordan Fuentes,Office Admin,Office Admin
academic_leave,24-08-2023,31-08-2023,first_half,first_half,8,Benjamin Elliott,Tracy Ferguson,Office Admin,Office Admin
marriage_leave,17-04-2024,21-04-2024,full_day,full_day,5,Kevin Smith,Jason Barr,HR,Project coordinator
marriage_leave,18-07-2024,23-07-2024,second_half,full_day,6,Eric Jimenez,Laurie Jones,Business,Business Development Executive
casual_leave,07-03-2024,09-03-2024,second_half,full_day,3,Jonathan Turner,Megan Rivers,HR,HR
maternity_leave,05-05-2024,11-05-2024,full_day,full_day,7,Michael Hernandez,Rebecca Smith,HR,HR
medical_leave,26-10-2023,03-11-2023,full_day,full_day,9,David Hopkins,Roger Jimenez,HR,Project coordinator
paternity_leave,06-01-2024,10-01-2024,full_day,full_day,5,Amanda Boyle,John Castillo,HR,Project coordinator
casual_leave,30-09-2024,05-10-2024,second_half,first_half,6,Briana Gonzalez,Charles Hill,Technical,iOS
maternity_leave,27-05-2024,03-06-2024,first_half,first_half,8,Kenneth Hale,Cynthia Lee,Business,Business Development Executive
marriage_leave,21-10-2023,30-10-2023,second_half,full_day,10,James Campos,Colleen Garza,HR,Project coordinator
casual_leave,01-06-2024,09-06-2024,first_half,full_day,9,Rebecca Lopez,Andrew Johnson,Office Admin,Office Admin
marriage_leave,13-08-2024,21-08-2024,first_half,full_day,9,Jill Johnson,Brenda Jones,Office Admin,Office Admin
marriage_leave,22-06-2024,27-06-2024,full_day,full_day,6,Andrew Carson,Stephanie Evans,HR,HR
paternity_leave,14-06-2023,17-06-2023,first_half,full_day,4,Margaret Baker,Melvin Knapp,Office Admin,Office Admin
medical_leave,02-04-2025,12-04-2025,first_half,full_day,11,Justin Young,Brittany Scott,Business,Business Development Executive
paternity_leave,20-02-2024,23-02-2024,second_half,full_day,4,Eric King,Michael Coleman,Office Admin,Office Admin
casual_leave,27-05-2024,27-05-2024,second_half,full_day,0.5,Preston Russo,Logan Bryant,Office Admin,Office Admin
medical_leave,20-11-2023,30-11-2023,first_half,full_day,11,Kenneth Cooke,Melissa Hamilton,HR,Project coordinator
medical_leave,19-02-2025,20-02-2025,second_half,full_day,2,Michael Davis,Joseph Morrison,Business,Business Development Executive
maternity_leave,26-05-2023,30-05-2023,first_half,full_day,5,Joshua Gilbert,Heather Stephens,Technical,iOS
paternity_leave,14-07-2024,14-07-2024,full_day,first_half,0.5,Walter Hurst,Alyssa Contreras,HR,Project coordinator
medical_leave,20-02-2024,29-02-2024,second_half,full_day,10,Justin Sanchez,Patricia Martinez,Office Admin,Office Admin
paternity_leave,05-08-2023,10-08-2023,second_half,first_half,6,Aaron Austin,Eddie Ali,Business,Business Development Executive
medical_leave,17-04-2024,25-04-2024,second_half,full_day,9,Shannon Allen,Haley Taylor,Business,Business Development Executive
casual_leave,30-08-2023,31-08-2023,second_half,first_half,2,Alexandra Figueroa,Jennifer Floyd,Technical,Android
paternity_leave,03-03-2025,09-03-2025,second_half,full_day,7,Jason Vargas,Carolyn Landry,Technical,NodeJS
marriage_leave,08-01-2024,14-01-2024,full_day,first_half,7,Harold Bautista,Frank Blake,Business,Business Development Executive
academic_leave,14-06-2024,17-06-2024,full_day,full_day,4,Matthew Reynolds,Mrs. Michelle Ellis,Technical,Angular
medical_leave,20-08-2024,27-08-2024,first_half,first_half,8,Courtney Ferguson,William Elliott,Business,Business Development Executive
